Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,Kategori,Durasi Langganan (hari),Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_Italy,Country_Mexico,Country_Spain,Country_United Kingdom,Country_United States,Plan Duration_1 Month
1,12,2022-11-21,2023-06-29,33,1,2,1,220,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-11-19,2023-01-07,27,1,1,1,49,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-10-28,2023-06-27,50,0,3,2,242,False,False,False,False,False,False,False,False,True,False,True
2,15,2022-10-27,2023-06-29,47,0,1,1,245,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-10-27,2023-06-29,41,1,1,1,245,False,False,False,False,True,False,False,False,False,False,True
1,10,2022-10-27,2023-06-30,49,0,1,2,246,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-10-25,2023-06-28,32,1,4,1,246,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-10-17,2023-06-28,38,0,3,1,254,False,False,False,False,False,False,True,False,False,False,True
1,14,2022-08-20,2023-06-29,38,0,3,1,313,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-08-16,2023-06-29,28,0,4,1,317,False,False,False,False,False,True,False,False,False,False,True
1,13,2022-08-15,2023-06-29,31,1,2,1,318,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-08-15,2023-06-29,39,0,3,1,318,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-07-29,2023-06-29,28,0,3,1,335,False,False,False,False,False,False,False,False,False,True,True
2,12,2022-07-17,2023-06-28,30,0,3,1,346,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-07-26,2023-06-29,42,1,2,1,338,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-07-31,2023-06-29,33,0,1,1,333,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-03-08,2023-06-29,34,0,4,1,478,False,False,True,False,False,False,False,False,False,False,True
2,13,2022-04-08,2023-06-29,49,0,4,2,447,False,False,False,False,False,False,False,False,True,False,True
1,13,2022-03-08,2023-06-29,41,1,1,1,478,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-06-27,2023-06-29,28,1,4,1,367,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-06-27,2023-06-28,49,0,1,2,366,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-06-15,2023-06-29,49,1,2,2,379,False,True,False,False,False,False,False,False,False,False,True
2,11,2022-06-13,2023-06-29,36,1,2,1,381,False,False,False,False,False,False,True,False,False,False,True
2,11,2022-12-06,2023-06-30,31,1,4,1,206,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-06-18,2023-06-28,38,1,3,1,375,False,False,False,False,False,True,False,False,False,False,True
1,15,2022-06-26,2023-06-29,34,0,2,1,368,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-06-30,2023-06-30,51,0,3,2,365,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-03-07,2023-06-30,49,1,4,2,480,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-06-19,2023-06-28,27,0,2,1,374,False,False,True,False,False,False,False,False,False,False,True
0,10,2022-08-06,2023-06-29,38,1,4,1,327,False,False,False,False,False,False,False,False,False,True,True
0,10,2022-08-06,2023-06-30,51,1,2,2,328,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-09-06,2023-06-30,47,0,2,1,297,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-09-06,2023-06-27,37,1,3,1,294,False,False,False,False,False,False,False,False,True,False,True
1,13,2022-10-06,2023-06-28,37,0,1,1,265,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-11-06,2023-06-29,39,0,2,1,235,False,False,False,False,True,False,False,False,False,False,True
0,11,2022-06-13,2023-06-29,31,1,3,1,381,False,False,False,True,False,False,False,False,False,False,True
1,13,2022-06-17,2023-06-28,36,1,4,1,376,False,True,False,False,False,False,False,False,False,False,True
2,15,2022-06-27,2023-06-28,42,0,4,1,366,False,False,False,False,False,False,True,False,False,False,True
2,11,2022-05-07,2023-06-29,49,1,1,2,418,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-07-07,2023-06-29,44,0,1,1,357,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-07-16,2023-06-28,33,1,1,1,347,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-07-23,2023-06-27,42,1,2,1,339,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-03-08,2023-06-29,39,1,3,1,478,False,False,False,False,False,False,False,False,False,True,True
2,10,2022-11-08,2023-06-29,49,1,3,2,233,False,False,True,False,False,False,False,False,False,False,True
1,12,2022-08-15,2023-06-30,31,1,3,1,319,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-08-18,2023-06-28,37,1,2,1,314,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-08-26,2023-06-29,30,0,2,1,307,False,False,True,False,False,False,False,False,False,False,True
2,10,2022-03-09,2023-06-28,42,1,3,1,476,False,False,False,False,False,False,False,False,True,False,True
0,15,2022-04-09,2023-06-29,37,0,4,1,446,True,False,False,False,False,False,False,False,False,False,True
2,15,2022-05-09,2023-06-30,36,1,1,1,417,False,False,False,False,True,False,False,False,False,False,True
1,11,2022-01-09,2023-06-29,28,0,1,1,536,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-08-31,2023-06-30,36,1,2,1,303,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-01-09,2023-06-29,31,0,2,1,536,False,False,False,False,False,False,True,False,False,False,True
1,14,2022-09-17,2023-01-07,46,1,4,1,112,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-21,2023-06-28,28,1,1,1,280,False,False,False,False,False,True,False,False,False,False,True
1,15,2022-09-29,2023-01-07,31,1,2,1,100,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-06-10,2023-06-29,43,1,4,1,384,False,False,False,False,False,False,False,True,False,False,True
2,10,2022-12-10,2023-02-07,28,1,1,1,59,False,False,False,False,False,False,False,False,False,True,True
2,13,2022-07-10,2023-06-30,32,0,3,1,355,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-04-10,2023-06-30,31,0,1,1,446,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-09-24,2023-06-28,45,1,4,1,277,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-09-25,2023-01-07,36,1,3,1,104,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-09-27,2023-06-30,35,1,1,1,276,False,False,False,False,False,False,False,False,True,False,True
1,13,2022-09-30,2023-01-07,27,0,2,1,99,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-04-10,2023-06-28,32,1,1,1,444,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-10-24,2023-01-07,46,0,3,1,75,False,False,False,True,False,False,False,False,False,False,True
0,12,2022-10-28,2023-06-30,36,1,4,1,245,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-02-11,2023-01-07,39,1,1,1,330,False,False,False,False,False,False,True,False,False,False,True
2,12,2022-07-11,2023-06-28,48,0,4,1,352,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-10-11,2023-06-30,48,0,4,1,262,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-11-15,2023-06-29,27,0,1,1,226,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-08-11,2023-01-07,45,1,2,1,149,False,False,False,False,False,False,False,True,False,False,True
2,10,2022-01-11,2023-06-27,30,1,1,1,532,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-10-30,2023-06-29,29,1,2,1,242,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-10-28,2023-06-29,43,0,1,1,244,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-10-26,2023-06-30,43,1,1,1,247,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-10-18,2023-06-29,39,0,2,1,254,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-09-30,2023-06-30,27,1,2,1,273,False,False,False,False,False,False,False,False,True,False,True
2,10,2022-03-09,2023-06-29,33,0,2,1,477,True,False,False,False,False,False,False,False,False,False,True
0,10,2022-08-23,2023-06-29,32,0,2,1,310,False,False,False,False,True,False,False,False,False,False,True
1,10,2022-08-16,2023-06-29,37,0,2,1,317,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-11-08,2023-06-30,45,1,3,1,234,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-01-08,2023-06-30,40,0,3,1,538,False,False,False,False,False,False,True,False,False,False,True
1,14,2022-01-08,2023-06-29,44,1,1,1,537,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-01-08,2023-06-29,29,0,2,1,537,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-02-08,2023-06-30,50,1,1,2,507,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-04-08,2023-06-29,32,0,1,1,447,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-04-08,2023-06-29,39,1,1,1,447,False,False,False,False,False,False,False,False,False,True,True
2,15,2022-07-07,2023-06-30,43,0,3,1,358,False,False,True,False,False,False,False,False,False,False,True
0,12,2022-06-27,2023-06-30,49,0,3,2,368,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-06-19,2023-06-29,30,1,2,1,375,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-06-19,2023-06-29,47,1,2,1,375,False,False,True,False,False,False,False,False,False,False,True
2,10,2022-06-18,2023-06-29,51,0,1,2,376,False,False,False,False,False,False,False,False,True,False,True
1,14,2022-06-19,2023-06-30,40,1,2,1,376,True,False,False,False,False,False,False,False,False,False,True
0,14,2022-06-24,2023-06-28,40,1,1,1,369,False,False,False,False,True,False,False,False,False,False,True
1,11,2022-06-30,2023-06-30,49,1,3,2,365,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-02-07,2023-06-30,43,0,2,1,508,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-06-26,2023-01-07,44,0,3,1,195,False,False,False,False,False,False,True,False,False,False,True
2,13,2022-06-21,2023-06-28,27,1,3,1,372,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-06-16,2023-06-29,30,1,2,1,378,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-09-06,2023-06-30,47,1,4,1,297,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-10-06,2023-06-30,51,1,3,2,267,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-10-06,2023-06-28,31,0,1,1,265,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-11-06,2023-06-29,34,0,2,1,235,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-12-06,2023-06-30,28,0,1,1,206,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-06-15,2023-06-30,32,1,3,1,380,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-06-25,2023-06-29,41,1,4,1,369,False,False,True,False,False,False,False,False,False,False,True
2,13,2022-06-30,2023-06-28,40,1,4,1,363,False,False,False,False,False,False,False,False,True,False,True
1,12,2022-06-07,2023-06-30,46,1,4,1,388,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-09-07,2023-06-29,47,1,4,1,295,False,False,False,False,True,False,False,False,False,False,True
0,14,2022-07-18,2023-06-29,45,0,1,1,346,False,False,False,True,False,False,False,False,False,False,True
1,10,2022-07-24,2023-06-28,28,0,3,1,339,False,True,False,False,False,False,False,False,False,False,True
2,12,2022-07-27,2023-06-30,43,0,3,1,338,False,False,False,False,False,False,True,False,False,False,True
2,11,2022-10-08,2023-06-29,41,1,1,1,264,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-08-16,2023-06-30,32,1,2,1,318,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-08-23,2023-06-29,44,0,3,1,310,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-03-09,2023-06-30,32,1,1,1,478,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-04-09,2023-06-29,47,1,1,1,446,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-05-09,2023-06-29,37,1,4,1,416,False,False,True,False,False,False,False,False,False,False,True
1,13,2022-04-09,2023-01-07,40,0,3,1,273,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-08-31,2023-06-29,48,0,4,1,302,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-01-09,2023-02-07,48,1,1,1,394,False,False,True,False,False,False,False,False,False,False,True
2,10,2022-09-15,2023-06-29,35,1,1,1,287,False,False,False,False,False,False,False,False,True,False,True
0,15,2022-09-18,2023-03-07,28,1,4,1,170,True,False,False,False,False,False,False,False,False,False,True
2,11,2022-09-28,2023-06-29,35,0,4,1,274,False,False,False,False,True,False,False,False,False,False,True
1,13,2022-09-30,2023-01-07,43,1,3,1,99,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-07-10,2023-06-29,39,1,1,1,354,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-08-10,2023-02-07,38,0,1,1,181,False,False,False,False,False,False,True,False,False,False,True
1,14,2022-08-10,2023-06-30,36,0,4,1,324,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-03-10,2023-01-07,42,0,1,1,303,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-04-10,2023-06-28,27,1,2,1,444,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-02-10,2023-01-07,48,1,1,1,331,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-01-10,2023-06-30,27,0,4,1,536,False,False,False,False,False,False,False,False,False,True,True
2,15,2022-03-10,2023-02-07,49,1,3,2,334,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-10-20,2023-06-28,29,1,2,1,251,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-10-21,2023-01-07,44,1,1,1,78,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-10-28,2023-06-30,31,1,3,1,245,False,False,True,False,False,False,False,False,False,False,True
2,13,2022-03-11,2023-01-07,33,1,2,1,302,False,False,False,False,False,False,False,False,True,False,True
1,10,2022-07-11,2023-06-28,36,0,4,1,352,True,False,False,False,False,False,False,False,False,False,True
0,15,2022-12-11,2023-06-30,43,0,1,1,201,False,False,False,False,True,False,False,False,False,False,True
1,14,2022-11-13,2023-06-29,30,0,3,1,228,False,False,False,True,False,False,False,False,False,False,True
0,13,2022-02-11,2023-01-07,44,0,1,1,330,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-01-11,2023-06-29,37,0,1,1,534,False,False,False,False,False,False,True,False,False,False,True
2,14,2022-10-31,2023-06-30,27,1,1,1,242,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-10-28,2023-06-29,35,0,1,1,244,False,False,False,False,False,True,False,False,False,False,True
1,13,2022-10-24,2023-06-30,32,1,4,1,249,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-03-10,2023-06-29,49,0,1,2,476,False,False,False,False,False,False,False,True,False,False,True
2,12,2022-09-13,2023-06-30,45,0,2,1,290,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-02-09,2023-06-30,33,0,3,1,506,False,False,True,False,False,False,False,False,False,False,True
0,14,2022-08-30,2023-06-30,37,0,3,1,304,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-08-25,2023-06-30,29,1,3,1,309,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-11-08,2023-06-30,45,1,4,1,234,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-05-08,2023-06-30,42,0,3,1,418,False,False,False,False,False,False,False,False,True,False,True
2,12,2022-02-08,2023-06-30,32,0,4,1,507,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-03-08,2023-01-07,47,1,3,1,305,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-04-08,2023-01-07,27,1,4,1,274,False,False,False,True,False,False,False,False,False,False,True
0,10,2022-05-08,2023-06-30,35,1,2,1,418,False,True,False,False,False,False,False,False,False,False,True
2,15,2022-12-07,2023-06-30,35,1,1,1,205,False,False,False,False,False,False,True,False,False,False,True
1,10,2022-02-07,2023-06-30,48,1,2,1,508,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-06-26,2023-06-30,36,1,3,1,369,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-06-22,2023-06-29,46,1,3,1,372,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-06-22,2023-06-30,33,0,3,1,373,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-06-19,2023-01-07,43,1,4,1,202,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-06-22,2023-02-07,47,0,3,1,230,False,False,True,False,False,False,False,False,False,False,True
0,15,2022-06-27,2023-06-28,39,0,1,1,366,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-01-07,2023-06-30,30,0,1,1,539,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-06-28,2023-06-30,46,1,2,1,367,False,False,True,False,False,False,False,False,False,False,True
2,13,2022-06-25,2023-01-07,39,1,4,1,196,False,False,False,False,False,False,False,False,True,False,True
1,10,2022-06-22,2023-06-28,28,1,3,1,371,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-09-06,2023-06-29,38,1,3,1,296,False,False,False,False,True,False,False,False,False,False,True
1,13,2022-10-06,2023-06-30,36,1,1,1,267,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-11-06,2023-01-07,33,1,1,1,62,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-11-06,2023-06-28,50,1,3,2,234,False,False,False,False,False,False,True,False,False,False,True
2,10,2022-12-06,2023-06-29,38,1,3,1,205,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-06-13,2023-06-30,29,1,3,1,382,False,False,False,False,False,True,False,False,False,False,True
1,15,2022-06-18,2023-06-30,47,0,4,1,377,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-06-29,2023-06-30,31,0,2,1,366,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-06-30,2023-06-28,40,1,2,1,363,False,False,False,False,False,False,False,False,False,True,True
1,14,2022-01-07,2023-01-07,50,1,1,2,365,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-07-07,2023-06-30,43,0,2,1,358,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-07-13,2023-06-29,35,0,1,1,351,False,False,False,False,False,False,False,False,False,True,True
0,11,2022-07-24,2023-06-29,36,1,1,1,340,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-07-29,2023-06-30,30,1,3,1,336,False,False,False,False,False,False,False,False,True,False,True
1,13,2022-07-31,2023-06-30,47,0,3,1,334,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-09-08,2023-06-30,30,0,1,1,295,False,False,False,False,True,False,False,False,False,False,True
0,11,2022-08-18,2023-01-07,37,1,4,1,142,False,False,False,True,False,False,False,False,False,False,True
1,15,2022-08-20,2023-06-30,34,1,3,1,314,False,True,False,False,False,False,False,False,False,False,True
2,15,2022-08-30,2023-06-30,33,0,4,1,304,False,False,False,False,False,False,True,False,False,False,True
2,10,2022-01-09,2023-06-29,31,1,2,1,536,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-02-09,2023-03-07,30,0,3,1,391,False,False,False,False,False,True,False,False,False,False,True
1,10,2022-02-09,2023-06-29,35,1,3,1,505,False,False,False,False,False,False,False,True,False,False,True
2,14,2022-09-15,2023-02-07,40,0,2,1,145,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-09-17,2023-06-29,29,1,3,1,285,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-09-26,2023-03-07,34,0,4,1,162,False,False,True,False,False,False,False,False,False,False,True
1,12,2022-09-27,2023-06-29,31,1,1,1,275,False,False,False,False,False,False,False,False,False,True,True
0,15,2022-04-10,2023-01-07,28,1,1,1,272,False,False,False,False,False,False,False,False,False,True,True
1,12,2022-06-10,2023-06-29,46,0,4,1,384,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-07-10,2023-02-07,38,1,3,1,212,False,False,False,False,False,False,False,False,True,False,True
0,13,2022-06-10,2023-06-30,35,0,1,1,385,True,False,False,False,False,False,False,False,False,False,True
2,15,2022-07-10,2023-03-07,49,1,3,2,240,False,False,False,False,True,False,False,False,False,False,True
1,13,2022-06-10,2023-06-29,42,1,3,1,384,False,False,False,True,False,False,False,False,False,False,True
0,14,2022-06-10,2023-02-07,37,0,1,1,242,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-04-10,2023-01-07,39,0,3,1,272,False,False,False,False,False,False,True,False,False,False,True
1,10,2022-10-14,2023-02-07,47,0,4,1,116,False,False,False,False,False,False,False,True,False,False,True
0,12,2022-10-19,2023-06-29,49,1,3,2,253,False,False,False,False,False,True,False,False,False,False,True
1,12,2022-10-21,2023-01-07,35,1,1,1,78,False,False,False,False,False,False,False,True,False,False,True
0,11,2022-10-28,2023-06-30,36,0,4,1,245,False,False,False,False,False,False,False,True,False,False,True
2,11,2022-01-11,2023-02-07,40,1,2,1,392,False,False,False,False,False,False,False,False,False,True,True
2,10,2022-12-11,2023-06-29,30,0,4,1,200,False,False,True,False,False,False,False,False,False,False,True
0,13,2022-11-13,2023-06-30,51,0,4,2,229,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-09-11,2023-06-30,47,1,1,1,292,False,False,False,False,False,False,False,False,False,True,True
0,12,2022-08-11,2023-01-07,47,0,1,1,149,False,False,True,False,False,False,False,False,False,False,True
2,14,2022-06-11,2023-06-30,39,1,2,1,384,False,False,False,False,False,False,False,False,True,False,True
1,10,2022-07-11,2023-06-30,49,1,4,2,354,True,False,False,False,False,False,False,False,False,False,True
0,12,2022-02-11,2023-01-07,33,1,1,1,330,False,False,False,False,True,False,False,False,False,False,True
1,10,2022-06-10,2023-06-30,32,0,4,1,385,False,False,False,True,False,False,False,False,False,False,True
0,15,2022-09-16,2023-06-30,40,1,3,1,287,False,True,False,False,False,False,False,False,False,False,True
2,14,2022-10-09,2023-06-30,40,0,1,1,264,False,False,False,False,False,False,True,False,False,False,True
2,12,2022-04-09,2023-06-30,51,0,2,2,447,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-08-26,2023-01-07,50,1,4,2,134,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-08-14,2023-01-07,50,0,4,2,146,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-12-08,2023-01-07,47,1,3,1,30,False,False,False,False,False,False,False,True,False,False,True
2,12,2022-10-08,2023-06-30,35,1,1,1,265,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-10-08,2023-01-07,31,1,2,1,91,False,False,True,False,False,False,False,False,False,False,True
0,15,2022-04-08,2023-01-07,36,1,3,1,274,False,False,False,False,False,False,False,False,False,True,True
1,10,2022-05-08,2023-01-07,41,0,4,1,244,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-07-17,2023-06-30,49,0,2,2,348,False,False,True,False,False,False,False,False,False,False,True
2,12,2022-07-16,2023-01-07,34,0,2,1,175,False,False,False,False,False,False,False,False,True,False,True
2,15,2022-07-13,2023-01-07,30,0,2,1,178,True,False,False,False,False,False,False,False,False,False,True
0,13,2022-03-07,2023-02-07,38,1,1,1,337,False,False,False,False,True,False,False,False,False,False,True
1,11,2022-06-24,2023-06-29,45,1,2,1,370,False,False,False,True,False,False,False,False,False,False,True
0,14,2022-06-21,2023-01-07,42,0,1,1,200,False,True,False,False,False,False,False,False,False,False,True
2,10,2022-06-22,2023-01-07,42,0,4,1,199,False,False,False,False,False,False,True,False,False,False,True
1,10,2022-06-23,2023-02-07,31,1,4,1,229,False,False,False,False,False,False,False,True,False,False,True
0,14,2022-06-26,2023-06-29,28,1,4,1,368,False,False,False,False,False,True,False,False,False,False,True
1,11,2022-06-27,2023-06-30,44,1,2,1,368,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-06-28,2023-01-07,30,1,4,1,193,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-06-28,2023-02-07,33,1,3,1,224,False,False,False,False,False,False,False,False,False,True,True
2,12,2022-06-18,2023-06-29,42,0,2,1,376,False,False,True,False,False,False,False,False,False,False,True
0,11,2022-11-06,2023-06-30,31,1,4,1,236,False,False,False,False,False,False,False,False,False,True,True
1,11,2022-11-06,2023-01-07,31,0,3,1,62,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-12-06,2023-01-07,46,0,4,1,32,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-06-13,2023-06-29,28,0,2,1,381,False,False,False,False,False,False,False,False,True,False,True
1,11,2022-06-13,2023-06-29,50,1,2,2,381,True,False,False,False,False,False,False,False,False,False,True
0,11,2022-06-18,2023-02-07,34,1,2,1,234,False,False,False,False,True,False,False,False,False,False,True
1,15,2022-06-23,2023-06-30,45,0,4,1,372,False,False,False,True,False,False,False,False,False,False,True
0,12,2022-06-26,2023-06-30,38,0,1,1,369,False,True,False,False,False,False,False,False,False,False,True
2,13,2022-06-29,2023-06-29,42,0,1,1,365,False,False,False,False,False,False,True,False,False,False,True
2,10,2022-02-07,2023-01-07,45,0,3,1,334,False,False,False,False,False,False,False,True,False,False,True
0,10,2022-06-07,2023-06-30,44,1,4,1,388,False,False,False,False,False,True,False,False,False,False,True
1,14,2022-07-18,2023-06-30,50,0,4,2,347,False,False,False,False,False,False,False,True,False,False,True
0,15,2022-07-29,2023-06-30,38,1,2,1,336,False,False,False,False,False,False,False,True,False,False,True
2,13,2022-07-30,2023-01-07,42,0,4,1,161,False,False,False,False,False,False,False,False,False,True,True
1,13,2022-03-08,2023-01-07,50,1,4,2,305,False,False,True,False,False,False,False,False,False,False,True
0,10,2022-08-15,2023-06-30,30,1,3,1,319,False,False,False,False,False,False,False,False,False,True,True
0,10,2022-08-20,2023-01-07,47,0,3,1,140,False,False,False,False,False,False,False,False,False,True,True
0,14,2022-08-21,2023-06-30,32,0,1,1,313,False,False,True,False,False,False,False,False,False,False,True
2,11,2022-08-30,2023-02-07,31,0,2,1,161,False,False,False,False,False,False,False,False,True,False,True
1,15,2022-01-09,2023-06-29,37,1,1,1,536,True,False,False,False,False,False,False,False,False,False,True
0,14,2022-02-09,2023-03-07,32,0,3,1,391,False,False,False,False,True,False,False,False,False,False,True
0,12,2022-04-09,2023-06-30,29,1,3,1,447,False,False,False,True,False,False,False,False,False,False,True
1,12,2022-10-09,2023-02-07,28,1,2,1,121,False,True,False,False,False,False,False,False,False,False,True
2,11,2022-09-25,2023-06-29,42,1,1,1,277,False,False,False,False,False,False,True,False,False,False,True
2,12,2022-09-27,2023-03-07,37,1,2,1,161,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-01-10,2023-06-30,38,0,1,1,536,False,False,False,False,False,True,False,False,False,False,True
1,13,2022-06-10,2023-02-07,32,1,4,1,242,False,False,False,False,False,False,False,True,False,False,True
2,15,2022-07-10,2023-06-30,48,1,1,1,355,False,False,False,False,False,False,False,True,False,False,True
0,13,2022-08-10,2023-03-07,46,0,4,1,209,False,False,False,False,False,False,False,False,False,True,True
2,14,2022-08-10,2023-01-07,30,1,2,1,150,False,False,True,False,False,False,False,False,False,False,True
1,10,2022-08-10,2023-03-07,40,0,4,1,209,False,False,False,False,False,False,False,False,False,True,True
0,13,2022-08-10,2023-06-29,29,1,4,1,323,False,False,False,False,False,False,False,False,False,True,True
1,15,2022-08-10,2023-02-07,41,1,2,1,181,False,False,True,False,False,False,False,False,False,False,True
2,15,2022-10-10,2023-01-07,32,1,1,1,89,False,False,False,False,False,False,False,False,True,False,True
0,12,2022-10-19,2023-02-07,44,0,4,1,111,True,False,False,False,False,False,False,False,False,False,True
2,15,2022-10-20,2023-06-29,41,1,1,1,252,False,False,False,False,True,False,False,False,False,False,True
1,12,2022-10-26,2023-01-07,50,0,3,2,73,False,False,False,True,False,False,False,False,False,False,True
0,14,2022-10-29,2023-06-30,33,0,2,1,244,False,True,False,False,False,False,False,False,False,False,True
